id,label,text
590,2,"I have an apartment that's by the pool and no I did not have an option it was the only unit available and I did not get to see the unit.  If I did I probably would not have picked it but it is what it is.   
There is a balcony and this giant sliding glass door that takes up an entire wall  that is almost eye level with the pool. Everything is set up around the sliding glass doors so I'm facing it most of the time.  
 I've been to the pool area and anyone can  see into my apartment. I don't really care  but I noticed some girls sitting by the pool that are in their 20's  or maybe their younger  will look into my unit  when i enter my living room. They dead ass  stare at me and we make eye contact,  I actually overheard them talking about me too..  They are just doing way too much and what gets me is they act like I'm naked. I'm either chilling  and watching tv or cleaning etc.    
I'm literally just existing in my own home.. why are they making me out to be the creep? You're sitting by the pool and If you feel uncomfortable that's your problem? There are so many units  surrounding the pool. You can see me so worry about the units you don't see  LOL.    
I noticed older people maybe boomers or gen x they don't gaf.. and are just enjoying their time at the pool with their families.    
"
591,0,"It's an insult to people that truly have these conditions. People that truly have autism attend at least five different types of therapies (speech and language, sensory integration, educational, psychology, etc) on a regular basis.  But every person I come across that says they have autism, have never had any therapy. They just say they have it and some even believe they are taking pills for autism, except those pills are for other conditions. When people say they have ADHD, it's like a switch they turn off and on. They will like everyone else. But as soon as they need to take accountability for something, don't understand something, lazy, etc. They suddenly say it's their ADHD. There's kids at school that spend all night on their electronic devices. The next day they are too tired to pay attention in class. So they say ""I can't focus, I have ADHD."" I haven't came across anyone with ADHD that is attending therapy. You would think a person that claims to have  ADHD would want to control their mood swings, beat depression, learn time management skills, etc. Also none of them bring tutors to school and on job sites. I will add im referring to the three spectrums in both autism and ADHD. "
592,1,"I'm 17 years old, I was adopted by an elderly couple when I was 13, they are 60 years old, I lost my total freedom and now I don't have a single friend, my brothers were my only friends"
593,3,"What in the fuck am I doing. Why is communication always an issue. Am I being looked down on because I'm cheap or because I'm easy..... man fuck this shit. 

I already got someone who's waiting for me to drop dead seriously ILL HOPE YOU DROP FUCKING DEAD MOFOS ALWAYS BITCHING EVERY SINGLE DAY OF THE WEEK OMG

Fine. I don't need you. When has people fixed my problems but me?

I'm literally so sick of relying on others who will say ""yeah we'll help you!"" But their statements don't equal to their actions. What is trust when they don't trust you? Fuckkkkking helll I'm already burnt out why are you burning me put even more."
594,3,"I don’t know how my boss got promoted to her position cause she is so incompetent at doing her job it’s maddening. 

Her rotas and work schedules are almost always wrong, screws up everyone’s annual leave, she forgets who she’s put as days off and she’ll change your shift times but not even tell you. 

She changed my shift today to a 9am-9pm but didn’t fucking think to let me know when she saw me yesterday and the day before, no no she left it and I’ve had to get a call now with my supervisor yelling at me asking when I am. I wasn’t fucking told my shift had changed. 

Just needed to vent and get it all out. This workplace is run by people who don’t know what their doing and it’s frustrating, can’t wait for the day I can quit for greener pastures. "
595,2,"The constant protests, the huge war breaking out between Israel and Iran, and everything else going on in the world right now is causing me anxiety that's affecting my everyday life. I'm nervous all the time, sweating way more than usual, am unable to focus on essential tasks, constantly waking up throughout the night, and my body just feels weird in general."
596,1,"Dude, whenever I tell them something wrong, they compare me to them. “When I was your age, we didn’t have this”, “be grateful you have this I didn’t have it when I was your age”. Like dude. Or when I tell em shit like I’m tired, they just say “You think im not tired too?”. Yes I’m grateful for what I have. Yes j know you’re tired too. But when I vent or tell you stuff it’s about me not you. Like dude stop victimizing yourself. 

Might seem childish but this bothers me every time I tell them anything."
597,3,"No I'm not part of a gang. You can stop throwing a fucking pity party when I go out. I'm poor, okay? Funny how the second you mind your own business some fucking people want all in on your shit. I don't care that current events are affecting things I just want a quiet morning!! Some people say the dumbest crap and often there's no consequences for it. Leave me alone!! Fucking people man"
598,0,"Just for the sake of me being understood, I don't wish to do virtue signalling or whatever it is called, I just wish to express my sincere, yet hopeless desire to improve my environment and the lives of the people around me on a daily basis.

I wish I could have enough money to donate to charities, I wish I knew how to make clothing by knitting them and give it to those who don't have nice clothes, I wish i could be professional enough to be a teacher and educate people, but it is simply impossible for me to realize any of those things due to my situation in life right now and because I don't have many opportunities to help people, meaning that i only take care after my family and friends rather than the community i live in.

If I had more power or money, I would use it to do good, because my belief system dictates that powerful people should do good in order for the community that they find themselves in to progress and to further advance as a whole.

Thanks for reading this, I don't want brownie points for what I wrote or anything like that, I just wished to tell somebody."
599,1,"I’ve been depressed and miserable for so long that I don’t even know how to begin fixing it. 
I went through a lot of very bad stuff growing up but at 15, I was put into inpatient and despite the horror stories, it genuinely did provide a lot of benefits, including an amazing therapist, she was an awesome woman and she truly understood me but she went on maternity leave and my insurance no longer covered me so they switched her with a new random lady and they have not given me a new one since, it has made me so depressed and has genuinely ruined my life, i don’t know who i am anymore, i don’t have hobbies, i miss the person i used to be. I used to be able to spend hours alone in my room and not feel bad because i knew people cared about me and i could reach out without worry IF i did need someone, now i haven’t even slept in my own bed for almost 3 years because im genuinely scared that something bad will happen to me if im alone for that long, i am just so deeply miserable and i think im ruining everyone else’s life because of it, i try not to talk about it with people but i just can’t help myself sometimes?? its pathetic. i just miss being myself and being content, i don’t even need to be happy, i just want to genuinely believe that i am OKAY and that i am going to be okay "
600,2,Brooooo i just cant im telling you i tried so hard to forget about this guy but everytime EVERYTIME i see him my stomach starts to hurt i stress and loose my appetite.....I went to a camp earlier this week for 5 days and he was there so the whole week i was stressing over him and idk even why....I mean i know he diesnt like me back so why do i still like him like his face his smile he looks so kind and when he aughs i melt (ive never even talked to him so bro im over it but my heart isnt)
601,1,He got upset because I was entertaining other guys during the first month we met each other (his point was that I was saying I love you already to him). I just let this guy pick me up from an event and drop me off at my place and was talking to someone for a few days. Both were short term but I just lowkey wanted to explore too. I know I'm shitty and I deserve this but I love him now and this happened almost a year ago. He cheated on me (sexted with a girl at least i only know about one and lied to me ab it being a boy's night when he went to his girl friend's birthday party) almost 2 months ago and I accepted him because he said he'd change. He didn't even give me a chance now. I feel like I'm just so fucked up and I want to get better. It's like I'm so uncomfortable with being alone. I have no real friends and I can't open up to my family. I'm constantly pressured about school and he was my safe space. We were together everyday and I was living with him for almost a year already. It's just summer now so he's been on the other side of the world since a month ago and will be back in 6 weeks. I can't believe we broke up through call and he just blocked me everywhere right away. Please don't be too mean to me. I know I probably need a therapist because I'm fucked up too. But aside from that he treated me so well. I'm just so hurt and in so much pain right now I want to end this. I have no one and it's hard to find the will to live. I've always been depressed since last year and I have crippling anxiety which caused my grades to dip. I hate my life so much 😞
602,1,"I want to start all over again. I just want a clean start, I don’t want to be here anymore. I can’t believe I am feeling this way again. Does it ever go away for good? "
603,2,i want to do smth to myself i may or may not regret bcuz my psychologically abusive family is rlly scaring me and idk what to do abt it im scared pls if anyone can talk plsss
604,3,"Ok. For starters, I’m 13, male and a pretty nice kid (I’m not Bragging I’m genuinely just seen in my school as nice).

So it started on Friday, when I went to fill my water bottle up in school. I came back on to the yard, to see my bag covered in orange peel from the floor. I ask around and ask my mate who it was and if it was him, as he looked suspicious and had done similar things throughout the week but not as severe. He tells me it was somebody (who wasn’t even there at the time). My other mate looked at me and subtly nodded when I kept confronting my mate about if it was him. The rest joined in( just so you know I am certain it was him). So as me just messing around and also partly having blood rush to my head, I have my bottle in my hands and I just throw a little water onto his shirt. It was dumb, I know. Next thing, he tries to push me, rolls up his jumper so it was solid, and starts belting me across the head with it multiple times. I already knew that if he carried on, I would get knocked out so I throw my bottle lid at him to stop him from hitting me any further.

Next thing you know, a chill teacher (who also is quite fond of me and knows I’m a nice kid) shouts ‘BOYS’ and gets us to come to her. She does the basic what’s going on and asks if we are mates (For a bit of insight, I was friends with my mate for a few years, however since year seven him and his other friends have been calling me fat and often would poke fun at me. I just saw this as him trying to act cool around his other friends). I bluntly replied ‘we were never mates’, which clearly upset him as I could see the look on his face.

After she had dismissed us, she chased me up a few seconds later and said that if I wanted, I could escalate the situation, which I declined as I’m already known as a ‘snitch’ for getting a pair of bullies in trouble (they bullied me). She says okay and explains she has to tell my head of year anyways but won’t attempt to escalate it.

I get on the bus, and my ‘mate’ starts telling my best friend since nursery that I apparently ‘drenched him with my bottle and I crashed out’. He also clearly tries to get my best friend to not go near me or be mates with me.

Come today, my other friend tells me that he is trying to forge a plan to get me in trouble for something I haven’t done. This wouldn’t be a problem, if everybody was on his side and blindly agrees with everything he says.

What do I do now? I don’t know but I can’t really enjoy much at the moment because of this."
605,3,"I'm just angry and tired of the conflict. I don't believe either side is right. But, I'm disgusted that we can't come together as people. I see ads from both parties asking for donations to support this or that...most of which are just funding the BS, not really making a difference.  Aren't we better than this? Maybe not. I. So tired of this. I have friends and family on both sides. People I share humor and love and graciousness with. I'm so tired of it all. Vent over."
606,0,"So i recently made a friend in my office complex (different offices) and i feel we have a great rapport. We have a 8 year age gap — he is in his mid 20s and i am in my early 30s — and i still feel very attracted to him because he is everything I am searching for in my partner: A friend. he is funny, witty, ambitious, will do all the dumb silly things like a sword fight in a toystore with me, and matches my energy and vibe.

It sucks that the universe has given everything i want in a partner in the form of a 20ish year old man. I can never tell him about my feelings because it will ruin our friendship and i don’t want that. I know he is going to look for a girlfriend after a few months cause he told me and i am going to be hurt. Just wanted to get this off my chest. The universe or the higher power can be funny sometimes.

  
"
607,0,"Man, when Mother’s Day comes around I make sure we go do a fun little thing, maybe a lunch, and I cook a nice dinner and have some good dessert. Pretty low key. I get the kids as best I can with the biggest goal for her to not do anything. This past year I had to work so I didn’t get a chance to do that a whole bunch, but still made up the nice dinner portion the next day. 

This year, we went to the beach and my wife told me she invited a few people over for dinner, just to hang out, cause she knows that’s something I like doing. Well, as it neared I tried to talk her in to cancelling cause I didn’t feel like cooking, as she planned on me grilling and smoking some barbecue. Didn’t work. So we get home, she guilt tripped me about getting the food going outside and asked for help inside, meanwhile I cooked this whole elaborate fucking meal. After the fact, I might have had about an hour of enjoyable down time with my friends. After they left, we hung out with the kids till bed time, and no fucking nookie. 

Just a bad day. Ladies, Father’s Day is supposed to be a semi-relaxing day. Don’t plan a big thing unless you’re doing it. "
608,1,"TW: This is purely a frustration releasing post full of whining, disappointment and anger. 

I got married when I was 26. I had to move countries to be with my husband. For various logistical reasons, I had to take a break from work, and started my first graduate program. I did great and started a great job after graduating. We moved back to homecountry. Everything was going well and then I conceived with my child and decided to move again to start from zero. This happened in 2021, right after covid. I had my son, was still looking for job and didn't get any. After some time I started my second graduate program in a different field thinking it may help to get a job. And you are right.... it didn't. I am about to graduate and don't have job. My husband is in grad school and getting minimal payments and we are surviving off that. 

If you think I am here to vent about not getting a job, you are wrong. I will tell you about my pregnancy and child birth now. Its important for the story. Anyways, my pregnancy was smooth as silk. No nausea, no fart, no pain, no nothing. My newborn was a breeze. He made my life so much easier with his good appetite and sleep. I was happy. Then after he turned 18 months he was diagnosed with autism. Non verbal level 3 kind . The kind where kids make weird vocal stimming in public and make others uncomfortable or take a second look. I don't give a F about people's look really. They have eyes, they will look. But...... it breaks me to my bones that.... my boy .... my sweet little cuddle bunny will not have a normal life. He will probably have to live his life in group homes. He will never get a boyfriend/girlfriend. He will never tell me that he loves me. He will never try to sneak out to smoke. He will never be independent fully. 

Its been years and his diagnosis is becoming more and more difficult for me to accept and move on. I can't. I just can't. I need to pay off the house. I need to put him in the best therapy. I need to put him in a private school where he will be (hopefully ) bullied less. And I don't have a freaking job. I don't have any money to actually settle down. I am a loser disappointment at a age of 35 where I was supposed to be a strong safe place for my son. 

I feel like throwing up worrying about his future. I am a failure in every aspect in life. I hate myself and I hate my life. "
609,1,"My (21 f) boyfriend (21 m), never invites me around his friends or family and it makes me feel upset and a bit excluded. We have been dating for two years and two months (since April 2023).

My boyfriend is pretty close to his family. His immediate family consists of his mom and her long term boyfriend (with whom he lives with) and his extended family includes his maternal grandparents (who he sees weekly) and his three aunts, one uncle, and his cousin. He is close with his mother and his family often hosts get togethers (maybe at least once a month?). My issue lies in that I have only briefly met his family and have never been invited to their gatherings. It took almost two years to meet his mother, and once I did, she implied that she's been wanting to meet me for a long time (and jokingly insinuated that my bf should have invited me over sooner). I only just briefly met his extended family at his college graduation, but this was not an occasion where we could talk much. I found out that his family is hosting a graduation (slash father's day) celebration for him at his house with all of his extended family. It makes me a little sad to never be invited to these events. I've never been invited over for dinners or anything of this sort. Not that this is a transactionary situation, but he met my family (much smaller) almost a year earlier, and I often invite him over.

In terms of his friends, I've only met a few of them on two instances-- firstly, around April 2024 with three of his friends. During this meet up, they barely spoke to me and kind of regarded me as just the 'girlfriend'. It didn't seem ill intended, but it felt a bit isolating especially since I was excited to meet them. The second instance was this past April, when my boyfriend, me, and one of his friends (one I met during the previous meet up) went to a street market. It makes me sad because he has mentioned many different friends to me who he texts and video calls daily, yet I've never been introduced to them.

I have communicated a lot of my concerns to him. In terms of his family, I've asked him before if they actually know anything about me (to which he said 'not really') and asked him to invite me over more as I'd like to see his mom more. However, I still feel like I barely know them as nothing has really shifted. I have also mentioned many times that I'd like to get to know his friends more. Additionally, we had a pretty big conflict three months ago, during which I explicitly stated that I wish I knew his friends. To which he replied (verbatim), ""I don't feel much connection with almost any of my friends"". I do not judge this , but also it feels odd to me as he texts/plays video games with them everyday and sees a few of them in person during the summer (we live in the same town).

Another dimension of this is my health. I have a chronic illness that severely effects my quality of life every day. I can function in many ways (attend college, clean the house, etc), but my daily capabilities are informed by perpetual chronic pain and doctors visits, and I have had to go to the hospital multiple times. It makes me uncomfortable that he hasn't shared this with his family. Or more specifically, that he lied to his mom about it this winter. I had to take a gap semester off of school to focus on my health this winter, and so he came home from college to visit me for valentines day. This was the first time that I met his mother. During this meeting, she told me that she was sorry I caught a sickness and that she's glad I'm doing better. As in, he told his mother that I just caught the flu or something. I was confused in the moment and just went along with it, as I felt uncomfortable correcting her. Afterwords, my boyfriend told me that he hasn't told her yet and that he will eventually. I don't really understand the motivation behind this and it makes me a bit uncomfortable every time I speak with his mom now as it feels like i'm lying.

These factors make me feel very disconnected from my boyfriend's life and from those that are important to him. I do not want to be overbearing and act like I need to be around them every time he sees them, or that I need a super close bond with his family or friends. Even so, it makes me feel bad how disconnected I am from those parts of his life, and how he hasn't made much effort to integrate me into other parts of his life. I invite him to places with my family often and have invited him to events with my friends quite a few times. I have expressed to him that this is an important matter to me and yet I still feel separated.

I think what motivated me to write this post is finding out about his family's celebration party today. Not that I am entitled to going, but even so sometimes it makes me feel othered, especially knowing that his loved ones know almost nothing about me after over two years of serious dating."
610,3,"I am a server who has worked at this resturaunt for 7 months now. The newest host/server assistant is god awful. Her first day I noticed she was new and said ""Hi welcome to the team, if you need anything always ask, we are always here to help"" and before we can say anything i immediately got sat 2 tables. I greet both, get drinks, get orders, and go set the back up for the rest of the shift. I finally sit down after getting my tables their food and everything was setup and wiped down in the back, and the new girl comes over to my booth me and my coworker are in.

I don't even know this girls name and this girl goes ""Uh Don't you have two tables?""

""I say, oh i've already gotten their food and everything and I just checked in on them they are fine""

She goes, ""Don't you have anything else you should be doing?"" I'm confused as fuck cause you are a hostess not a manager????

I go ""Everything's setup in the back and wiped down. Literally nothing to do even if i wanted to,""

She goes ""Okay, if you guys just want to sit around and do nothing i guess"" HELLO??

Now that was her FIRST DAY. I just kept thinking, well she's probably one of those people who work hard and just hold people to the same standard. DEAD WRONG.

After working with her for a month, this girl is so goddamn lazy and performative it's awful.

She shows up 1 to 4 hours early and then waits for people at the door to get their on the time with the attendance sheet. She gets mad at people for being only 10 minutes early, 5 minutes early, on time, 5 minutes late, when it NEVER AFFECTS HER CAUSE SHES NOT ON THE CLOCK. She does no other work when she gets there early, just points out people who are late.

Then when she clocks in she either just talks to people, complains that other people aren't working, or tells other people what to do.

**My Final Straw with Her:**

I've always been a soft spoken, ""kill them with kindness person"" but I don't think I have it in me no more.

it's so slow and this bitch has been talking the whole time how she needs something to do. I told her on slow days i just bring a journal to write my thoughts. I had a table before she got there so she had to do no work for them (this day she was a server assistant so her main job was to deliver food and drinks). Mind you she has worked here for 3 weeks at this point.

Finally I get more tables, 4 at once for some reason. She sees them come in and goes to talk to my table that had been here reading his book peacefully for an hour. I got get 3 tables' drink orders and I look over and see her still talking to the guy.

I'm thinking ""Oh this girl is just like not thinking and doesn't realize that i have several drinks for her to prep for me"" I go to her to gently remind her.

She goes ""oh yay!"" and she Goes back to the drink station.

I get another tables drink order, get the tab for the guy who has been there for an hour paid out, and seen that my appetizer is ready for one of my tables but the drinks arent there. I think ""Oh she's sort of new still and it's a lot probably"" I go back and she's talking to the dishwasher and hasn't started these.

I tell her, ""for someone who is always trying to find a reason to call me lazy, how have I been doing stuff for 5 minutes and you have not poured one cup of water"" I hurriedly do everything and deliver three tables of drinks with one tray and ask her to make the fourth table's drinks.

I told her ""I don't expect you to be fast, but for someone who is always trying to get people in trouble for not working, I expected that at least in five minutes you would have at least TRIED to make the drinks""

I dropped off the drinks to all tables, got their appetizers to them, and then took orders. By the time I got back to the drink station she was still talking while making TWO WATERS.

I hurriedly got bread and grabbed the tray. She got mad that i wouldn't let her do work when I told her it shouldn't have taken her 7 minutes to pour two glasses of water and get bread that I already cut earlier. I was gonna drop it off because I needed to get their order. I told her to keep an eye for the expo for any food that comes out if she could.

Of course she doesn't. And when I finally get her at the expo I say, ""hey could you take this food to my table 56? I gotta get drinks to a table and its on the other side of the restaurant"" This dumb bitch says ""You're here, why don't you do it?""

I say ""Sorry that's my fault for saying it nicely. I know not to do that next time. Take these two plates of food to my 56. You are a server assistant, and you have not assisted me. You have not run a single food or drink tray today in the 2 hours you have been here. Do NOT make me repeat myself""

She finally ran one tray and walked around talking to my tables AGAIN. She does this every shift. She goes to every table to say ""Is your service good today? You can be honest,""

This was the LAST day she ever went to tables because I overheard one of the ladies said, ""You are an awful human being. You seen that girl running all across the restaurant, aren't you supposed to be helping her? I know the managers here and you are not one of them. Help that poor girl out""

That girl has never spoken to a table since thank god.

She is only EVER trying to tell people WHAT to do and NEVER actually doing shit. There's a drink order there for her? She searches for the other server assistant for 10 minutes to make instead of making it herself which would take 5 minutes at MOST.

It's awful. This month with her has been so long and awful. She acts like the victim no matter who gets mad at her. Management has talked to her over and over again but it does nothing. Everyone gets mad at her and she just does the same shit all the time. My awful place won't fire her and i know that. If she keeps this shit up, I will either crash out at her every day or just put in my 2 weeks."
611,0,"This happens especially with the British royal family. It's infuriating how many people love the royal family (there's a whole sub with them btw ). ""Humans"" who still benefit from the atrocities committed by their grandparents live in unfathomable wealth just because they were born into a family (and not even just a rich family, where you could argue that someone had worked hard etc) but from a family whose orders have killed thousands of people, just because they felt like it. It's honestly disgusting. Why should they get to live in palaces and fly around with private jets, even though they have zero accomplishments or benefit humanity in any way, and other people have to starve?

The oppression that was caused by royal families is inconceivable, and the fact that there are people who worship them makes me sick"
612,3,"This is going to sound corny since this stems from personal issues I have yet to share on here at will but I honestly can’t help but laugh at the doctors who always say “Why didn’t we catch onto these symptoms earlier? Why didn’t they voice their concern?” When you’ve had multiple people across the country fight years to figure out what’s wrong with them both physically and mentally and yet it’s always “It’s anxiety.” Or “it’s in your head.” Or “more exercise.” Or “what do you like to do? Do you work out? What’s a normal day of eating look like for you?” Ooh the amount of anger and yet amusement I feel when typing this. Idiots. Absolute idiots. People kill themselves everyday or give up because of reasons like this. They beg to be heard, and yet are ignored or brushed off, and then divots wonder why people kill themselves or just give up. It’s a mind fuck. An absolute mind fuck. Do you even hear yourself? Wondering what went wrong when you’re the cause? Some doctors need to wake up. And before I even post this I just know I’m going to get some smart chronically online redditor downvote this post and comment something like “Erm we got Timmy tough knuckles over here” or “Erm your opinion is controversial!!” grow up. Do you know how exhausted I am? How exhausted humans are? "
613,0,"Why is it that everyone seems to have ADHD or autism nowadays?  It's crazy how many posts I see where people state this. Mind you, I have nothing against people that suffer from these things. However, the sheer amount boggles my mind. "
614,3,"Hi all

Like the title says, I'm not my own person. I have a twin and we're identical. I'm gonna call my twin ""Alex"" for the sake of this. 

Alex and I have always shared a room. from when we were born until a couple years ago, where they moved out. I followed suit a couple months after that. we've been living away from our parents together for a year and a half now. 

Since I can remember, and even in pictures before that, we've always been the same. same glasses, hair cut, even clothes (just different colors). I went through the whole ""figure yourself out"" phase really late compared to my peers. I came out as a lesbian, suddenly being pansexual was Alex's whole personality. 

I came out as non-binary a bit after that, and fortunately, Alex insisted they were cis-gendered. I got diagnosed with BPD after that, in 2024, and Alex just went on and on about how they have bipolar (to the point of having their psychiatrist test them, and the test came back with nothing). I recently started HRT and changed my name legally to what I've been going by for a couple years now, and suddenly Alex is a gay trans man, then the next month, bisexual and gender fluid. I decided to go to school for a passion that I've had since I was a kid, and Alex decided to go to school once they heard about it (I didn't tell anyone until I got accepted)

they follow me to jobs, they insist on hanging out with my friends, and they take pride in how we're ""so alike"". and it's not even the big things anymore. it's my fashion style (alternative, mainly), my haircut, the way I present myself even. if I get a piercing, they get one too. if I dress a certain way, Alex says ""oh, we should match!"". I'm tired of it. I can't stand not being my own person. I never have been."
615,1,"It's been around three months since I found out the wee bastard is in my throat. I've been ill for years and was getting a scan for a hiatus hernia when they found it. I've been to four different hospitals, poked and prodded, scanned however many times.

It's strange, I thought I would have crumbled when the doctor told me, instead I felt... alright? I'm not angry, I was just dealt a bad hand it seems. I'm hoping for the best but given my family history, I won't be too surprised if it's bad news. I'm 28, that's honestly not a bad age for us.

When they did the MRI/or Pet, the found something odd with my lymph nodes so I had an ultrasound today. Again, I thought I would have felt some kind of way, but I didn't? It was more an inconvenience because I wanted to nap.

I don't know, it's an odd feeling. I've felt like time has stopped for me the past couple of months yet I'm not upset or distraught. I'm just... floating. I'm not even really sure why I'm writing this, I just don't have many friends or anyone to really talk to about this or anything. 

Maybe if it isn't too much to ask, if you could spare a thought for me.

I'm my Mum's carer. I look after a stray cat, I haven't seen Disneyland or really lived, but I also have terrible luck. I'm not ready to let go yet but I'm also not sure how much fight I'll have in me if this becomes something big. The unknown is illuminating and looming over me at all times. It's exhausting 

Anyway I'm not entirely sure the point of this,  I just really wanted to let this out. Thank you if you read and I wish you the best. "
616,2,"I've been seeing so many 'looksmaxxing' 'dont mix' videos that its making me sad, as an Indian girl, I probably have the worst genetics ever, im not that brown but my nose is really fat, my lips are thin, i have a round face and I gain weight easily, im terrified to have kids because- what if they get the worst features of mine? They'll resent me for it, I already resent my dad for giving me his nose... by then the standards are probably gonna get higher.

Not to mention- I'm trying my best to get taller at 16 and I dont wanna be 5'2 forever...this is so unfair. All of my siblings are pretty tall...especially my sister... and my mom says I cant grow any taller anymore because I got fat."
617,1,"Just turned 24 last week, can’t say it’s been a very happy birthday though let alone week. Been sleep deprived pretty much every night since the day before my birthday, most of my “friends” couldn’t make it save maybe 2 people, not even the one family member I actually live close to, and shit’s just been super weird lately between me and this girl from work I had a huge crush on, seemingly out of left field.

Maybe small problems in the grand scheme of things, just can’t say I’m feeling very optimistic during a time I should seemingly be grateful for another year of life, we’re already off to a gloomy start. One of those times that really makes you realize just how alone you really are. 

Hope everyone else had a better week than mine though."
618,3,"Apparently last year's midterm and final schedule where we could walk home as if it were an early release was causing problems with the middle school teachers, so our principal put them above the teachers and students of his school and decided to design a more stressful and inconsistent schedule that the teachers have less time to grade the exams with. If it weren't annoying enough for me to vent about it, you may have been thinking ""The schedule is probably two exams a day, one at the beginning of the day and one at the end, and then Friday is a makeup day."" Which is a pretty similar format to what they did for the midterms, but they decided to change that for the finals because [insert reason here]. The schedule is like this:
Monday has two finals at the beginning of the day, lunch (and the lunch groups change too, so I have no idea if I will be able to talk to my friends for the rest of the year), and study halls. Tuesday has two finals at the beginning of the day, 30-minute lunch and study hall periods, another final exam, and another 30-minute study hall period that, I'm calling it right now, about 80% of the students will be gone for. Tuesday also has my three hardest exams, so the lack of break and minimal break is going to be very harmful for me. Wednesday is the only day with any thought put in it, but for some reason Monday didn't do it, with a final at the beginning of the day and another at the end, with a 30-minute makeup period. Thursday has one exam at the beginning of the day and the rest is just makeup. (They're probably not going to let us leave until the intended dismissal, even if you have literally nothing to do not gonna lie, making people really bored and talk to their friends, interrupting the people who need more time to finish.)"
619,2,"Commented about this somewhere and I guess people wanted the whole story so I’ll share it here lol. 

Basically, I’ve been surveilled my entire life up until I was around 18-19. For context, I’m 20 now. 

My parents had cameras everywhere, including in bedrooms, trackers in cars, tracing software on devices, etc. There was no point in my life where they didn’t have live footage/updates on where I was and what I was doing at all times, and obviously, I thought this was normal. 

It was insanely difficult to make friends because all my friends got background checked, I didn’t have any friends my parents didn’t know about, and they did everything to make sure it stayed that way. I was never allowed to have people over, save for the staff that already worked there. (I do want to point out that a part of the reason cameras were everywhere was because staff, guests, etc. were always in the house, so it was a safety precaution).

I moved out for the first time when I was close to 16, for college. Granted I had no personal income, my parents paid off my entire tuition and financed my apartment on the condition that they would have surveillance access. (Not defending them, but they were sending a 16 year old across the country to a huge uni, and given that I’d been mostly homeschooled, they probably thought it was a safety precaution).

They had full control over my finances, my living situation, schedule, the people I surrounded myself with, etc. 

I moved again after I finished my undergraduate program, this time, I opted to live on campus for grad school, this limited their surveillance options. 

I finished grad school and I bought my own car (sans tracker), and bought my first apartment— we still get in regular disputes about surveillance but alas, I’m an adult. So no cameras, but they still have my live location turned on (you win some and lose some ig). 

It’s obviously messed with me a bit as an adult, I’m not the most open about personal details with people I know, people I know often label me as hyper independent or not easily trusting, and I think I can attribute that to the fact that I’ve been watched basically my entire life. 

There are moments where I feel like I’m being watched, even when I’m not. I have this horrible habit of checking for cameras wherever I go, which can be kind of embarrassing sometimes.

Obviously, I have a love/hate relationship with my family, they still control portions of my finances, they’re very much responsible for my current position in the workforce, etc. 

However, everyone I’ve talked to has kind of mixed reactions about this kind of thing. Some people think my parents are justified in taking safety precautions, especially because I’m their daughter. Other people think my parents are absolute psychos. 

I’m more inclined to think the latter, but you can’t change who you’re related to lol. I like to tell myself it could be worse :)

(Edit: y’all they aren’t secret supervillains, I promise. They’re just overprotective on three redbulls and steroids)

edit #2: there were cameras everywhere (kitchens, living room, all bedrooms, etc.) they didn’t have it out for me, its just that my room, like all other rooms in the house, had cameras. Also there were no cameras in the bathroom. "
620,1,"I tried to please everyone around me for so long that after a breakup about 2 years ago (still recovering) made me lose myself while simultaneously making me find myself. However, it made me lose interest in everything, I started getting horrible grades like I did in middle school (and 2nd year of HS) became chronically depressed. I have dropped out almost every single semester, recently changed my major, I resent my family members, have mood swings, hurt those around me and I can’t seem to move on (it’s not even about the other person anymore) I am just stuck with myself. All I have to cope now is music, sunsets, and trying to make sense of myself. Someone please help. I am not okay. My parents are worried but I can’t seem to stop resenting them."
621,2,"MY BRAIN won’t let me go oh my gosh fuck overthinking FFFUCK ANXIOUS ATTACHMENTS I LITERALLY KNOW RHAT THEY LOVE ME SO WJY IS MY BRAIN TELLING ME THEY DONT PLESDE LET ME GO
 
I FEEL LIKE A PRISONER TI MY IWN BRAIN  PLESDE

I HAVE NO IFEA HOW TO DESL WITH THIS ANF I FONT WSNT TO BE A BURDEN

Tldr (or you just can’t read whatever I typed): I have an anxious attachment style and my brain is driving me crazy with overthinking even though I’m sure the person I’m attached to loves me a normal amount. I need guidance or at least a helping hand so I don’t burden them."
